,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
508,T0509,2026-04-27 00:00:00,Varejo,Média,Teams,ERP,durante reuniao empresa setor varejo porte media responsavel projeto destacou utiliza principalmente modulo erp reuniao foco mapeamento processo atual alem disso solicitou apresentacao funcionalidades avancadas bi cliente mencionou avaliando proposta comercial sap cliente espera melhoria perceptivel antes ampliar escopo,0,1,1
509,T0510,2026-05-02 00:00:00,Saúde,Pequena,,BI,durante reuniao empresa setor saude porte pequena analista ti afirmou utiliza principalmente modulo bi alinhamento sobre proximos marcos cronograma alem disso apresentado status atual plano implantacao conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,0,0,0
510,T0511,2026-06-10 00:00:00,Serviços,Grande,Google Meet,ERP,durante reuniao empresa setor servicos porte grande cliente relatou utiliza principalmente modulo erp alinhamento sobre proximos marcos cronograma alem disso validada necessidade treinamento usuarioschave existe expectativa ganho produtividade automacao fluxo aprovacao partes alinharam retorno ate duas semanas,0,0,0
511,T0512,2026-05-16 00:00:00,Varejo,Pequena,Presencial,Financeiro,durante reuniao empresa setor varejo porte pequena supervisor fiscal comentou utiliza principalmente modulo financeiro demonstrou interesse conhecer modulo manufatura alem disso demonstrou abertura piloto dashboard gerencial conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,0,1,0
512,T0513,2026-07-23 00:00:00,Construção,Pequena,Zoom,Analytics,durante reuniao empresa setor construcao porte pequena diretora financeira explicou utiliza principalmente modulo analytics equipe validou escopo projeto proxima fase alem disso time revisou relatorios operacionais ultimo mes comentou diretoria pediu benchmark totvs outros fornecedores mercado cliente espera melhoria perceptivel antes ampliar escopo,0,0,1
513,T0514,2026-07-09 00:00:00,Construção,Pequena,Google Meet,Manufatura,durante reuniao empresa setor construcao porte pequena supervisor fiscal comentou utiliza principalmente modulo manufatura mencionou risco cancelamento problema persistir alem disso discutidos responsaveis prazos proximos passos ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,1,0,0
514,T0515,2026-05-28 00:00:00,Indústria,Média,Presencial,Analytics,durante reuniao empresa setor industria porte media supervisor fiscal comentou utiliza principalmente modulo analytics discutidos responsaveis prazos proximos passos alem disso grupo revisou perfis acesso regras negocio citou oracle netsuite fez contato oferecendo pacote similar partes alinharam retorno ate duas semanas diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
515,T0516,2026-07-27 00:00:00,Construção,Grande,Teams,BI,durante reuniao empresa setor construcao porte grande coordenador operacoes disse utiliza principalmente modulo bi listadas pendencias proxima sprint alem disso citou insatisfacao suporte ultimo mes lideranca quer evidencias quantitativas antes decidir expansao partes alinharam retorno ate duas semanas,1,0,0
516,T0517,2026-07-22 00:00:00,Distribuição,Pequena,Zoom,Financeiro,durante reuniao empresa setor distribuicao porte pequena equipe comercial observou utiliza principalmente modulo financeiro demonstrou interesse ampliar numero licencas usuarios alem disso revisao indicadores serao acompanhados cliente mencionou avaliando proposta comercial sap decisao dependera percepcao valor proximas semanas,0,1,1
517,T0518,2026-04-05 00:00:00,Indústria,Média,Zoom,Fluig,durante reuniao empresa setor industria porte media lider operacoes declarou utiliza principalmente modulo fluig time revisou relatorios operacionais ultimo mes alem disso reuniao foco mapeamento processo atual conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,0,0,0
518,T0519,2026-08-16 00:00:00,Educação,Grande,,Financeiro,durante reuniao empresa setor educacao porte grande head tecnologia ressaltou utiliza principalmente modulo financeiro reuniao foco mapeamento processo atual alem disso validada necessidade treinamento usuarioschave ficou registrada necessidade revisar relatorios fiscais mensais cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
519,T0520,2026-05-04 00:00:00,Indústria,Pequena,Zoom,ERP,durante reuniao empresa setor industria porte pequena gerente projetos pontuou utiliza principalmente modulo erp revisao indicadores serao acompanhados alem disso quer integrar crm erp ainda neste semestre equipe destacou importancia documentar bem processos internos proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
520,T0521,2026-05-27 00:00:00,Saúde,Pequena,Presencial,Fluig,durante reuniao empresa setor saude porte pequena lider operacoes declarou utiliza principalmente modulo fluig grupo revisou perfis acesso regras negocio alem disso relatou sistema apresentou instabilidade momento critico operacao equipe destacou importancia documentar bem processos internos sugerida prova conceito validar aderencia,1,0,0
521,T0522,2026-05-15 00:00:00,Logística,Pequena,Zoom,ERP,durante reuniao empresa setor logistica porte pequena cliente relatou utiliza principalmente modulo erp sinalizou disposicao investir novo modulo ainda ano alem disso demonstrou abertura piloto dashboard gerencial relatou concorrente ofereceu condicoes comerciais vantajosas escopo sugerida prova conceito validar aderencia,0,1,1
522,T0523,2026-07-06 00:00:00,Educação,Pequena,Presencial,Analytics,durante reuniao empresa setor educacao porte pequena equipe comercial observou utiliza principalmente modulo analytics demonstrou abertura piloto dashboard gerencial alem disso sinalizou possibilidade upgrade contrato citou oracle netsuite fez contato oferecendo pacote similar partes alinharam retorno ate duas semanas,0,1,1
523,T0524,2026-05-07 00:00:00,Construção,Grande,Presencial,Manufatura,durante reuniao empresa setor construcao porte grande gerente rh informou utiliza principalmente modulo manufatura equipe validou escopo projeto proxima fase alem disso demonstrou abertura piloto dashboard gerencial comentou recebeu cotacao senior sistemas condicoes atrativas ficou definido followup proxima quinzena,0,0,1
524,T0525,2026-07-17 00:00:00,Indústria,Grande,Teams,Financeiro,durante reuniao empresa setor industria porte grande diretora financeira explicou utiliza principalmente modulo financeiro relatou time cogita buscar alternativas mercado alem disso validada necessidade treinamento usuarioschave relatou concorrente ofereceu condicoes comerciais vantajosas escopo ficou combinado retornar plano acao nova demonstracao,1,0,1
525,T0526,2026-04-29 00:00:00,Educação,Grande,Presencial,CRM,durante reuniao empresa setor educacao porte grande cliente relatou utiliza principalmente modulo crm apresentado status atual plano implantacao alem disso pediu proposta automacao processos mencionado concorrencia apresentou proposta agressiva time pediu acompanhamento quinzenal medir evolucao,0,1,1
526,T0527,2026-07-26 00:00:00,Indústria,Pequena,Zoom,Fiscal,durante reuniao empresa setor industria porte pequena cliente relatou utiliza principalmente modulo fiscal alinhamento sobre proximos marcos cronograma alem disso pediu proposta automacao processos ficou registrada necessidade revisar relatorios fiscais mensais proxima etapa sera consolidar requisitos priorizar entregas ha interesse poc analytics budget ainda depende aprovacao,0,1,0
527,T0528,2026-05-21 00:00:00,Logística,Pequena,Zoom,Fluig,durante reuniao empresa setor logistica porte pequena gerente rh informou utiliza principalmente modulo fluig validada necessidade treinamento usuarioschave alem disso equipe alinhou cronograma nova rodada testes time interno considera importante acelerar adocao usuarios finais partes alinharam retorno ate duas semanas,0,0,0
528,T0529,2026-07-21 00:00:00,Educação,Pequena,,CRM,durante reuniao empresa setor educacao porte pequena cliente relatou utiliza principalmente modulo crm grupo revisou perfis acesso regras negocio alem disso relatou sistema apresentou instabilidade momento critico operacao comentou diretoria pediu benchmark totvs outros fornecedores mercado ficou combinado retornar plano acao nova demonstracao,1,0,1
529,T0530,2026-04-16 00:00:00,Construção,Pequena,Zoom,CRM,durante reuniao empresa setor construcao porte pequena time atendimento apontou utiliza principalmente modulo crm sinalizou disposicao investir novo modulo ainda ano alem disso demonstrou abertura piloto dashboard gerencial revelou sankhya ofereceu desconto agressivo possivel migracao decisao dependera percepcao valor proximas semanas,0,1,1
530,T0531,2026-05-14 00:00:00,Agronegócio,Grande,Teams,Analytics,durante reuniao empresa setor agronegocio porte grande analista ti afirmou utiliza principalmente modulo analytics feita retrospectiva entregas ultimo trimestre alem disso discutidos responsaveis prazos proximos passos time interno considera importante acelerar adocao usuarios finais ficou definido followup proxima quinzena,0,0,0
531,T0532,2026-06-03 00:00:00,Distribuição,Média,Presencial,RH,durante reuniao empresa setor distribuicao porte media gerente rh informou utiliza principalmente modulo rh equipe validou escopo projeto proxima fase alem disso reclamou falhas integracao sistemas area negocio pediu alertas automaticos acompanhar desvios criticos cliente espera melhoria perceptivel antes ampliar escopo diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,1,0,0
532,T0533,2026-07-10 00:00:00,Varejo,Grande,Zoom,CRM,durante reuniao empresa setor varejo porte grande time atendimento apontou utiliza principalmente modulo crm validada necessidade treinamento usuarioschave alem disso equipe alinhou cronograma nova rodada testes area negocio pediu alertas automaticos acompanhar desvios criticos ficou combinado retornar plano acao nova demonstracao,0,0,0
533,T0534,2026-08-01 00:00:00,Construção,Pequena,Presencial,RH,durante reuniao empresa setor construcao porte pequena analista financeiro pontuou utiliza principalmente modulo rh mencionou risco cancelamento problema persistir alem disso revisao indicadores serao acompanhados comentou recebeu cotacao senior sistemas condicoes atrativas partes alinharam retorno ate duas semanas,1,0,1
534,T0535,2026-04-01 00:00:00,Saúde,Média,Google Meet,Fiscal,durante reuniao empresa setor saude porte media equipe comercial observou utiliza principalmente modulo fiscal cliente pediu documentacao tecnica complementar alem disso listadas pendencias proxima sprint equipe destacou importancia documentar bem processos internos ficou combinado retornar plano acao nova demonstracao,0,0,0
535,T0536,2026-04-15 00:00:00,Tecnologia,Grande,Google Meet,Protheus,durante reuniao empresa setor tecnologia porte grande diretora financeira explicou utiliza principalmente modulo protheus relatou sistema apresentou instabilidade momento critico operacao alem disso grupo revisou perfis acesso regras negocio equipe destacou importancia documentar bem processos internos cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
536,T0537,2026-05-23 00:00:00,Educação,Média,Teams,Fiscal,durante reuniao empresa setor educacao porte media diretora financeira explicou utiliza principalmente modulo fiscal time revisou relatorios operacionais ultimo mes alem disso disse recebeu reclamacoes internas sobre qualidade suporte revelou sankhya ofereceu desconto agressivo possivel migracao time pediu acompanhamento quinzenal medir evolucao,1,0,1
537,T0538,2026-04-17 00:00:00,Logística,Média,Presencial,CRM,durante reuniao empresa setor logistica porte media coordenador operacoes disse utiliza principalmente modulo crm feita retrospectiva entregas ultimo trimestre alem disso relatou time cogita buscar alternativas mercado comentou diretoria pediu benchmark totvs outros fornecedores mercado decisao dependera percepcao valor proximas semanas,1,0,1
538,T0539,2026-04-17 00:00:00,Distribuição,Média,Zoom,Analytics,durante reuniao empresa setor distribuicao porte media analista ti afirmou utiliza principalmente modulo analytics cliente pediu documentacao tecnica complementar alem disso afirmou usuarios evitam usar algumas telas complexidade conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,1,0,0
539,T0540,2026-08-12 00:00:00,Indústria,Média,Presencial,Fiscal,durante reuniao empresa setor industria porte media head tecnologia ressaltou utiliza principalmente modulo fiscal demonstrou abertura piloto dashboard gerencial alem disso revisao indicadores serao acompanhados area negocio pediu alertas automaticos acompanhar desvios criticos ficou definido followup proxima quinzena,0,0,0
540,T0541,2026-05-30 00:00:00,Tecnologia,Grande,Google Meet,Manufatura,durante reuniao empresa setor tecnologia porte grande supervisor fiscal comentou utiliza principalmente modulo manufatura mencionou contrato perto vencimento previsao renovacao alem disso pediu proposta comercial modulo business intelligence relatou concorrente ofereceu condicoes comerciais vantajosas escopo ficou definido followup proxima quinzena,1,1,1
541,T0542,2026-06-06 00:00:00,Distribuição,Média,Google Meet,ERP,durante reuniao empresa setor distribuicao porte media lider operacoes declarou utiliza principalmente modulo erp reuniao foco mapeamento processo atual alem disso feita retrospectiva entregas ultimo trimestre mencionou salesforce entrou contato oferecendo modulo crm decisao dependera percepcao valor proximas semanas,0,0,1
542,T0543,2026-06-13 00:00:00,Educação,Pequena,Teams,BI,durante reuniao empresa setor educacao porte pequena gerente rh informou utiliza principalmente modulo bi relatou lentidao horarios pico alem disso reuniao foco mapeamento processo atual equipe destacou importancia documentar bem processos internos sugerida prova conceito validar aderencia,1,0,0
543,T0544,2026-06-21 00:00:00,Logística,Pequena,Google Meet,CRM,durante reuniao empresa setor logistica porte pequena coordenador operacoes disse utiliza principalmente modulo crm manifestou interesse expandir uso sistema outras unidades alem disso afirmou usuarios evitam usar algumas telas complexidade existe expectativa ganho produtividade automacao fluxo aprovacao partes alinharam retorno ate duas semanas,1,1,0
544,T0545,2026-05-10 00:00:00,Indústria,Grande,,Fiscal,durante reuniao empresa setor industria porte grande gestor comentou utiliza principalmente modulo fiscal apresentado status atual plano implantacao alem disso time revisou relatorios operacionais ultimo mes ficou registrada necessidade revisar relatorios fiscais mensais decisao dependera percepcao valor proximas semanas,0,0,0
545,T0546,2026-07-23 00:00:00,Logística,Grande,Zoom,CRM,durante reuniao empresa setor logistica porte grande head tecnologia ressaltou utiliza principalmente modulo crm demonstrou abertura piloto dashboard gerencial alem disso reuniao foco mapeamento processo atual lideranca quer evidencias quantitativas antes decidir expansao cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
546,T0547,2026-04-15 00:00:00,Agronegócio,Grande,Teams,RH,durante reuniao empresa setor agronegocio porte grande coordenador operacoes disse utiliza principalmente modulo rh equipe alinhou cronograma nova rodada testes alem disso alinhamento sobre proximos marcos cronograma revelou sankhya ofereceu desconto agressivo possivel migracao cliente espera melhoria perceptivel antes ampliar escopo diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
547,T0548,2026-07-10 00:00:00,Distribuição,Média,Google Meet,RH,durante reuniao empresa setor distribuicao porte media supervisor fiscal comentou utiliza principalmente modulo rh discutidos responsaveis prazos proximos passos alem disso reuniao foco mapeamento processo atual area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,0,0,0
548,T0549,2026-06-28 00:00:00,Logística,Média,Presencial,Fiscal,durante reuniao empresa setor logistica porte media diretora financeira explicou utiliza principalmente modulo fiscal solicitou apresentacao funcionalidades avancadas bi alem disso time revisou relatorios operacionais ultimo mes informou processo cotacao linx ficou definido followup proxima quinzena,0,1,1
549,T0550,2026-07-16 00:00:00,Educação,Grande,,Analytics,durante reuniao empresa setor educacao porte grande cliente relatou utiliza principalmente modulo analytics equipe alinhou cronograma nova rodada testes alem disso cliente pediu documentacao tecnica complementar time tecnico reforcou importancia manter base dados atualizada time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,0
550,T0551,2026-07-16 00:00:00,Educação,Grande,Presencial,RH,durante reuniao empresa setor educacao porte grande lider operacoes declarou utiliza principalmente modulo rh solicitou apresentacao funcionalidades avancadas bi alem disso reclamou falhas integracao sistemas area negocio pediu alertas automaticos acompanhar desvios criticos decisao dependera percepcao valor proximas semanas,1,1,0
551,T0552,2026-06-17 00:00:00,Varejo,Grande,Presencial,Financeiro,durante reuniao empresa setor varejo porte grande equipe comercial observou utiliza principalmente modulo financeiro mencionou risco cancelamento problema persistir alem disso demonstrou abertura piloto dashboard gerencial lideranca quer evidencias quantitativas antes decidir expansao ficou definido followup proxima quinzena,1,0,0
552,T0553,2026-06-02 00:00:00,Indústria,Pequena,Google Meet,CRM,durante reuniao empresa setor industria porte pequena diretora financeira explicou utiliza principalmente modulo crm avaliou contratar consultoria adicional acelerar implantacao alem disso equipe validou escopo projeto proxima fase informou processo cotacao linx decisao dependera percepcao valor proximas semanas,0,1,1
553,T0554,2026-08-10 00:00:00,Agronegócio,Pequena,Google Meet,BI,durante reuniao empresa setor agronegocio porte pequena supervisor fiscal comentou utiliza principalmente modulo bi reuniao foco mapeamento processo atual alem disso demonstrou abertura piloto dashboard gerencial comentou diretoria pediu benchmark totvs outros fornecedores mercado sugerida prova conceito validar aderencia,0,0,1
554,T0555,2026-07-01 00:00:00,Indústria,Média,Google Meet,Fiscal,durante reuniao empresa setor industria porte media diretor ti ressaltou utiliza principalmente modulo fiscal solicitou apresentacao funcionalidades avancadas bi alem disso registrou atraso recorrente fechamento financeiro conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,1,1,0
555,T0556,2026-06-17 00:00:00,Construção,Grande,Google Meet,Analytics,durante reuniao empresa setor construcao porte grande coordenador operacoes disse utiliza principalmente modulo analytics grupo revisou perfis acesso regras negocio alem disso equipe validou escopo projeto proxima fase existe expectativa ganho produtividade automacao fluxo aprovacao sugerida prova conceito validar aderencia,0,0,0
556,T0557,2026-05-12 00:00:00,Saúde,Pequena,Teams,Fiscal,durante reuniao empresa setor saude porte pequena gerente rh informou utiliza principalmente modulo fiscal alinhamento sobre proximos marcos cronograma alem disso disse time sobrecarregado retrabalho area negocio pediu alertas automaticos acompanhar desvios criticos ficou definido followup proxima quinzena,1,0,0
557,T0558,2026-06-29 00:00:00,Construção,Grande,Google Meet,BI,durante reuniao empresa setor construcao porte grande gerente projetos pontuou utiliza principalmente modulo bi pediu proposta comercial modulo business intelligence alem disso comentou equipe pouco engajada continuar usando ferramenta citou oracle netsuite fez contato oferecendo pacote similar cliente espera melhoria perceptivel antes ampliar escopo,1,1,1
558,T0559,2026-05-29 00:00:00,Construção,Pequena,Teams,BI,durante reuniao empresa setor construcao porte pequena diretora financeira explicou utiliza principalmente modulo bi quer integrar crm erp ainda neste semestre alem disso afirmou ja perdeu produtividade causa falhas recentes existe expectativa ganho produtividade automacao fluxo aprovacao ficou definido followup proxima quinzena,1,1,0
559,T0560,2026-08-10 00:00:00,Agronegócio,Pequena,Presencial,Analytics,durante reuniao empresa setor agronegocio porte pequena head tecnologia ressaltou utiliza principalmente modulo analytics interesse ampliar uso sistema alem disso relatou frustracao tempo resposta suporte tecnico lideranca quer evidencias quantitativas antes decidir expansao cliente espera melhoria perceptivel antes ampliar escopo,1,1,0
560,T0561,2026-05-22 00:00:00,Educação,Grande,Google Meet,Protheus,durante reuniao empresa setor educacao porte grande diretora financeira explicou utiliza principalmente modulo protheus demonstrou abertura piloto dashboard gerencial alem disso time revisou relatorios operacionais ultimo mes mencionou salesforce entrou contato oferecendo modulo crm time pediu acompanhamento quinzenal medir evolucao,0,0,1
561,T0562,2026-04-18 00:00:00,Saúde,Grande,Zoom,Fiscal,durante reuniao empresa setor saude porte grande gerente rh informou utiliza principalmente modulo fiscal time revisou relatorios operacionais ultimo mes alem disso equipe alinhou cronograma nova rodada testes comentou recebeu cotacao senior sistemas condicoes atrativas cliente espera melhoria perceptivel antes ampliar escopo,0,0,1
562,T0563,2026-07-31 00:00:00,Logística,Grande,,BI,durante reuniao empresa setor logistica porte grande time atendimento apontou utiliza principalmente modulo bi relatou lentidao horarios pico alem disso pediu proposta automacao processos area negocio pediu alertas automaticos acompanhar desvios criticos partes alinharam retorno ate duas semanas,1,1,0
563,T0564,2026-05-02 00:00:00,Varejo,Pequena,,BI,durante reuniao empresa setor varejo porte pequena time atendimento apontou utiliza principalmente modulo bi manifestou interesse expandir uso sistema outras unidades alem disso informou confianca equipe sistema caiu ultimos meses conversa reforcou necessidade padronizacao cadastro qualidade dados time pediu acompanhamento quinzenal medir evolucao,1,1,0
564,T0565,2026-07-23 00:00:00,Distribuição,Grande,Presencial,ERP,durante reuniao empresa setor distribuicao porte grande gerente projetos pontuou utiliza principalmente modulo erp equipe alinhou cronograma nova rodada testes alem disso afirmou ja perdeu produtividade causa falhas recentes ficou registrada necessidade revisar relatorios fiscais mensais time pediu acompanhamento quinzenal medir evolucao,1,0,0
565,T0566,2026-07-22 00:00:00,Tecnologia,Grande,Zoom,Analytics,durante reuniao empresa setor tecnologia porte grande cliente relatou utiliza principalmente modulo analytics feita retrospectiva entregas ultimo trimestre alem disso listadas pendencias proxima sprint comentou recebeu cotacao senior sistemas condicoes atrativas proxima etapa sera consolidar requisitos priorizar entregas,0,0,1
566,T0567,2026-07-13 00:00:00,Saúde,Pequena,Presencial,CRM,durante reuniao empresa setor saude porte pequena responsavel projeto destacou utiliza principalmente modulo crm relatou frustracao tempo resposta suporte tecnico alem disso demonstrou interesse conhecer modulo manufatura ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,1,1,0
567,T0568,2026-05-02 00:00:00,Construção,Média,Presencial,Financeiro,durante reuniao empresa setor construcao porte media diretor ti ressaltou utiliza principalmente modulo financeiro reuniao foco mapeamento processo atual alem disso avaliando contratar modulo analytics existe expectativa ganho produtividade automacao fluxo aprovacao proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
568,T0569,2026-06-23 00:00:00,Educação,Média,,RH,durante reuniao empresa setor educacao porte media diretora financeira explicou utiliza principalmente modulo rh registrou atraso recorrente fechamento financeiro alem disso solicitou reuniao comercial tratar expansao escopo time interno considera importante acelerar adocao usuarios finais decisao dependera percepcao valor proximas semanas,1,1,0
569,T0570,2026-08-17 00:00:00,Tecnologia,Pequena,Zoom,Manufatura,durante reuniao empresa setor tecnologia porte pequena head tecnologia ressaltou utiliza principalmente modulo manufatura quer integrar crm erp ainda neste semestre alem disso listadas pendencias proxima sprint tambem apareceu necessidade melhorar visibilidade indicadores diretoria partes alinharam retorno ate duas semanas,0,1,0
570,T0571,2026-06-17 00:00:00,Educação,Média,Presencial,BI,durante reuniao empresa setor educacao porte media responsavel projeto destacou utiliza principalmente modulo bi solicitou reuniao comercial tratar expansao escopo alem disso relatou sistema apresentou instabilidade momento critico operacao equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,1,1,0
571,T0572,2026-05-11 00:00:00,Tecnologia,Pequena,Presencial,ERP,durante reuniao empresa setor tecnologia porte pequena time atendimento apontou utiliza principalmente modulo erp equipe validou escopo projeto proxima fase alem disso listadas pendencias proxima sprint lideranca quer evidencias quantitativas antes decidir expansao time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,0
572,T0573,2026-04-07 00:00:00,Logística,Média,Zoom,Manufatura,durante reuniao empresa setor logistica porte media gestor comentou utiliza principalmente modulo manufatura informou confianca equipe sistema caiu ultimos meses alem disso sinalizou disposicao investir novo modulo ainda ano existe expectativa ganho produtividade automacao fluxo aprovacao ficou combinado retornar plano acao nova demonstracao,1,1,0
573,T0574,2026-04-17 00:00:00,Construção,Pequena,Google Meet,BI,durante reuniao empresa setor construcao porte pequena equipe comercial observou utiliza principalmente modulo bi grupo revisou perfis acesso regras negocio alem disso discutidos responsaveis prazos proximos passos ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,0,0,0
574,T0575,2026-04-06 00:00:00,Logística,Média,,Manufatura,durante reuniao empresa setor logistica porte media gestor comentou utiliza principalmente modulo manufatura quer integrar crm erp ainda neste semestre alem disso alinhamento sobre proximos marcos cronograma conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,0,1,0
575,T0576,2026-06-16 00:00:00,Logística,Média,Teams,CRM,durante reuniao empresa setor logistica porte media diretor ti ressaltou utiliza principalmente modulo crm alinhamento sobre proximos marcos cronograma alem disso feita retrospectiva entregas ultimo trimestre time tecnico reforcou importancia manter base dados atualizada ficou combinado retornar plano acao nova demonstracao,0,0,0
576,T0577,2026-05-28 00:00:00,Agronegócio,Grande,Zoom,RH,durante reuniao empresa setor agronegocio porte grande diretora financeira explicou utiliza principalmente modulo rh cliente pediu documentacao tecnica complementar alem disso mencionou contrato perto vencimento previsao renovacao equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,1,0,0
577,T0578,2026-08-08 00:00:00,Construção,Média,,Fluig,durante reuniao empresa setor construcao porte media gerente rh informou utiliza principalmente modulo fluig afirmou ja perdeu produtividade causa falhas recentes alem disso demonstrou interesse conhecer modulo manufatura equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,1,1,0
578,T0579,2026-08-11 00:00:00,Educação,Grande,Presencial,Financeiro,durante reuniao empresa setor educacao porte grande diretor ti ressaltou utiliza principalmente modulo financeiro feita retrospectiva entregas ultimo trimestre alem disso time revisou relatorios operacionais ultimo mes lideranca quer evidencias quantitativas antes decidir expansao partes alinharam retorno ate duas semanas,0,0,0
579,T0580,2026-07-28 00:00:00,Educação,Pequena,Teams,ERP,durante reuniao empresa setor educacao porte pequena gerente projetos pontuou utiliza principalmente modulo erp sinalizou disposicao investir novo modulo ainda ano alem disso listadas pendencias proxima sprint cliente mencionou avaliando proposta comercial sap ficou combinado retornar plano acao nova demonstracao,0,1,1
580,T0581,2026-05-31 00:00:00,Serviços,Pequena,Zoom,BI,durante reuniao empresa setor servicos porte pequena gerente rh informou utiliza principalmente modulo bi mencionou risco cancelamento problema persistir alem disso demonstrou interesse ampliar numero licencas usuarios comentou diretoria pediu benchmark totvs outros fornecedores mercado ficou definido followup proxima quinzena,1,1,1
581,T0582,2026-05-11 00:00:00,Construção,Pequena,Zoom,ERP,durante reuniao empresa setor construcao porte pequena lider operacoes declarou utiliza principalmente modulo erp cliente pediu documentacao tecnica complementar alem disso alinhamento sobre proximos marcos cronograma mencionado concorrencia apresentou proposta agressiva ficou definido followup proxima quinzena,0,0,1
582,T0583,2026-06-16 00:00:00,Saúde,Média,Google Meet,Analytics,durante reuniao empresa setor saude porte media analista ti afirmou utiliza principalmente modulo analytics equipe alinhou cronograma nova rodada testes alem disso reclamou falhas integracao sistemas relatou concorrente ofereceu condicoes comerciais vantajosas escopo proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
583,T0584,2026-06-04 00:00:00,Varejo,Pequena,Teams,RH,durante reuniao empresa setor varejo porte pequena diretora financeira explicou utiliza principalmente modulo rh alinhamento sobre proximos marcos cronograma alem disso feita retrospectiva entregas ultimo trimestre tambem apareceu necessidade melhorar visibilidade indicadores diretoria partes alinharam retorno ate duas semanas,0,0,0
584,T0585,2026-04-28 00:00:00,Educação,Pequena,Google Meet,CRM,durante reuniao empresa setor educacao porte pequena analista ti afirmou utiliza principalmente modulo crm equipe validou escopo projeto proxima fase alem disso cliente pediu documentacao tecnica complementar comentou diretoria pediu benchmark totvs outros fornecedores mercado time pediu acompanhamento quinzenal medir evolucao,0,0,1
585,T0586,2026-06-03 00:00:00,Construção,Pequena,Google Meet,CRM,durante reuniao empresa setor construcao porte pequena analista financeiro pontuou utiliza principalmente modulo crm informou confianca equipe sistema caiu ultimos meses alem disso feita retrospectiva entregas ultimo trimestre existe expectativa ganho produtividade automacao fluxo aprovacao cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
586,T0587,2026-06-01 00:00:00,Construção,Grande,Presencial,ERP,durante reuniao empresa setor construcao porte grande diretor ti ressaltou utiliza principalmente modulo erp grupo revisou perfis acesso regras negocio alem disso time revisou relatorios operacionais ultimo mes time tecnico reforcou importancia manter base dados atualizada ficou combinado retornar plano acao nova demonstracao,0,0,0
587,T0588,2026-06-05 00:00:00,Construção,Pequena,Teams,ERP,durante reuniao empresa setor construcao porte pequena gerente rh informou utiliza principalmente modulo erp afirmou usuarios evitam usar algumas telas complexidade alem disso revisao indicadores serao acompanhados area negocio pediu alertas automaticos acompanhar desvios criticos cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
588,T0589,2026-07-15 00:00:00,Logística,Grande,Presencial,Analytics,durante reuniao empresa setor logistica porte grande gerente projetos pontuou utiliza principalmente modulo analytics afirmou usuarios evitam usar algumas telas complexidade alem disso time revisou relatorios operacionais ultimo mes time tecnico reforcou importancia manter base dados atualizada proxima etapa sera consolidar requisitos priorizar entregas,1,0,0
589,T0590,2026-07-26 00:00:00,Indústria,Pequena,Teams,CRM,durante reuniao empresa setor industria porte pequena lider operacoes declarou utiliza principalmente modulo crm demonstrou abertura piloto dashboard gerencial alem disso apresentado status atual plano implantacao area negocio pediu alertas automaticos acompanhar desvios criticos ficou combinado retornar plano acao nova demonstracao,0,0,0
590,T0591,2026-08-11 00:00:00,Educação,Grande,Presencial,Fluig,durante reuniao empresa setor educacao porte grande time atendimento apontou utiliza principalmente modulo fluig disse recebeu reclamacoes internas sobre qualidade suporte alem disso avaliando contratar modulo analytics comentou recebeu cotacao senior sistemas condicoes atrativas time pediu acompanhamento quinzenal medir evolucao,1,1,1
